Order ID,Ship Date,Ship Mode
CA-2017-145653,9/1/2017,Same Day
CA-2014-140487,6/20/2014,Standard Class
CA-2017-117401,5/22/2017,Second Class
US-2017-109582,9/17/2017,Second Class
CA-2016-119865,6/26/2016,Standard Class
US-2014-147648,12/1/2014,Standard Class
CA-2017-124436,3/22/2017,Second Class
CA-2014-115084,10/22/2014,Standard Class
CA-2017-131037,8/23/2017,First Class
CA-2016-111143,11/22/2016,First Class
CA-2014-166744,9/24/2014,Standard Class
CA-2016-116561,9/17/2016,Standard Class
CA-2016-110730,9/26/2016,Second Class
CA-2017-146367,8/8/2017,Standard Class
CA-2016-149454,7/26/2016,First Class
CA-2016-156265,8/4/2016,Second Class
US-2015-168914,5/27/2015,Standard Class
US-2017-110989,11/5/2017,Second Class
CA-2015-106215,4/21/2015,Standard Class
US-2016-169369,12/18/2016,Standard Class
CA-2015-132318,11/2/2015,First Class
US-2014-131982,3/11/2014,Second Class
CA-2015-125185,3/7/2015,Second Class
CA-2016-130078,8/14/2016,Standard Class
US-2017-114034,1/8/2017,Standard Class
US-2017-115595,10/11/2017,First Class
CA-2017-158722,10/26/2017,Standard Class
CA-2014-105165,9/10/2014,First Class
CA-2017-147452,10/3/2017,First Class
US-2017-114657,11/21/2017,Standard Class
CA-2017-144484,9/11/2017,Same Day
CA-2017-125913,1/16/2017,Same Day
US-2016-158309,11/29/2016,First Class
CA-2015-162887,11/9/2015,Second Class
CA-2017-147333,12/20/2017,Standard Class
CA-2014-113859,9/17/2014,Standard Class
CA-2014-159681,12/13/2014,Standard Class
US-2017-104094,9/11/2017,Standard Class
CA-2017-152709,10/12/2017,Standard Class
CA-2015-105158,9/10/2015,Standard Class
CA-2014-133424,4/4/2014,Standard Class
CA-2017-105991,5/6/2017,First Class
US-2017-136784,5/5/2017,Standard Class
CA-2014-146283,9/15/2014,Standard Class
CA-2017-151218,6/23/2017,First Class
CA-2015-111073,12/30/2015,Standard Class
CA-2017-144883,8/19/2017,Standard Class
CA-2017-142174,3/9/2017,Standard Class
CA-2017-108791,7/31/2017,Standard Class
CA-2016-106656,9/26/2016,First Class
CA-2016-113831,6/3/2016,Standard Class
US-2014-139500,11/20/2014,Standard Class
US-2014-166310,9/23/2014,First Class
US-2016-168410,2/26/2016,Standard Class
CA-2017-131254,11/21/2017,First Class
CA-2016-123414,8/27/2016,Standard Class
CA-2017-137876,5/5/2017,Standard Class
CA-2016-154060,5/8/2016,Standard Class
US-2017-162558,10/5/2017,First Class
CA-2017-134439,9/23/2017,Second Class
CA-2015-119508,12/9/2015,Standard Class
CA-2015-152681,1/22/2015,Standard Class
CA-2014-130813,1/8/2014,Second Class
CA-2015-120320,3/9/2015,Standard Class
CA-2016-111941,12/28/2016,Second Class
CA-2016-123120,9/8/2016,Standard Class
CA-2014-103331,9/1/2014,Standard Class
CA-2015-169278,5/25/2015,Standard Class
CA-2017-111577,10/21/2017,Standard Class
CA-2015-146486,11/14/2015,Second Class
US-2014-168501,11/27/2014,Standard Class
CA-2015-112053,10/13/2015,Second Class
CA-2017-108539,3/23/2017,Second Class
CA-2015-149811,1/10/2015,Standard Class
US-2017-103814,12/16/2017,Standard Class
CA-2016-123932,9/12/2016,Standard Class
US-2016-101616,9/6/2016,First Class
CA-2014-113768,5/19/2014,Standard Class
CA-2016-138037,10/3/2016,Standard Class
CA-2014-150490,8/11/2014,Standard Class
US-2017-126060,4/18/2017,Standard Class
CA-2017-100951,6/10/2017,First Class
CA-2016-122017,1/2/2017,Standard Class
CA-2014-123477,1/21/2014,Second Class
CA-2016-107790,11/24/2016,Standard Class
CA-2017-158071,6/15/2017,Standard Class
CA-2017-147403,9/13/2017,First Class
US-2017-136721,4/12/2017,Standard Class
CA-2015-118738,10/30/2015,Standard Class
CA-2017-134152,5/31/2017,Standard Class
CA-2014-125542,12/7/2014,First Class
CA-2016-136021,8/18/2016,Standard Class
CA-2016-149195,9/7/2016,Second Class
CA-2017-161410,7/3/2017,Standard Class
CA-2017-152786,3/17/2017,Standard Class
CA-2017-164707,2/21/2017,Second Class
CA-2017-163874,11/12/2017,Second Class
US-2014-123183,11/25/2014,Standard Class
CA-2014-104829,11/21/2014,Second Class
US-2016-147340,9/24/2016,Same Day
CA-2016-145492,11/27/2016,Standard Class
CA-2016-163202,10/2/2016,Standard Class
CA-2016-117681,4/14/2016,Standard Class
CA-2017-132262,9/23/2017,First Class
CA-2017-123043,8/29/2017,Standard Class
US-2016-143280,2/26/2016,Standard Class
CA-2017-108854,12/14/2017,Standard Class
CA-2017-166856,9/22/2017,Standard Class
CA-2016-153157,9/14/2016,First Class
US-2017-125647,9/28/2017,Standard Class
CA-2014-132542,10/8/2014,Second Class
CA-2015-110877,10/26/2015,First Class
US-2016-151827,4/2/2016,Second Class
US-2016-163258,1/2/2017,Standard Class
CA-2017-103009,11/5/2017,Second Class
US-2017-120649,1/26/2017,Standard Class
CA-2016-153598,12/6/2016,First Class
US-2016-108497,6/14/2016,Same Day
CA-2016-113096,9/4/2016,First Class
CA-2014-136861,9/7/2014,First Class
CA-2017-117422,10/25/2017,Standard Class
CA-2017-129707,4/29/2017,Standard Class
CA-2015-160171,10/24/2015,Standard Class
CA-2014-103317,7/8/2014,First Class
CA-2016-167115,4/9/2016,Standard Class
US-2017-153633,11/18/2017,Second Class
CA-2017-155929,9/13/2017,Standard Class
CA-2015-148712,4/23/2015,Standard Class
CA-2016-128307,7/29/2016,Standard Class
US-2016-127425,8/31/2016,Standard Class
US-2014-119081,9/19/2014,Standard Class
CA-2016-140613,7/29/2016,Standard Class
US-2017-108700,5/23/2017,Standard Class
CA-2017-160962,5/2/2017,Standard Class
CA-2017-130631,1/2/2018,Standard Class
CA-2017-116680,9/6/2017,Second Class
US-2014-107405,3/25/2014,Standard Class
CA-2017-101574,10/4/2017,Standard Class
CA-2014-146591,1/20/2014,First Class
CA-2014-107706,2/19/2014,Second Class
CA-2016-122448,6/14/2016,Standard Class
CA-2014-132451,9/27/2014,First Class
CA-2016-158547,6/4/2016,Standard Class
CA-2017-116946,12/23/2017,Standard Class
CA-2017-121741,12/26/2017,Same Day
CA-2017-169691,6/18/2017,First Class
CA-2016-121356,11/24/2016,Standard Class
CA-2014-101770,4/4/2014,Standard Class
CA-2017-105487,10/14/2017,Standard Class
CA-2017-148999,2/4/2017,Standard Class
CA-2014-107573,12/17/2014,Standard Class
CA-2015-156608,10/29/2015,Standard Class
CA-2017-134495,4/4/2017,Second Class
CA-2017-164098,1/27/2017,First Class
CA-2014-105249,11/28/2014,Same Day
CA-2015-113523,9/8/2015,Standard Class
CA-2017-117821,6/16/2017,Standard Class
CA-2017-164378,7/18/2017,Second Class
CA-2017-127782,11/6/2017,Standard Class
US-2016-162026,10/8/2016,Same Day
CA-2016-150000,4/14/2016,Standard Class
CA-2015-168529,10/12/2015,Standard Class
US-2017-152569,5/20/2017,Standard Class
US-2014-137680,3/2/2014,Standard Class
CA-2015-103177,6/1/2015,First Class
US-2016-138408,11/21/2016,Second Class
CA-2017-117667,12/9/2017,Standard Class
CA-2016-110982,6/7/2016,First Class
CA-2016-147123,12/12/2016,First Class
CA-2017-154501,5/5/2017,Standard Class
CA-2017-166933,4/28/2017,Standard Class
CA-2015-142055,5/10/2015,First Class
CA-2015-137106,4/4/2015,Standard Class
CA-2017-136609,8/11/2017,Standard Class
CA-2017-160885,12/6/2017,Standard Class
US-2016-167472,6/7/2016,First Class
CA-2015-120551,4/20/2015,Standard Class
US-2017-150595,5/26/2017,Standard Class
CA-2016-134936,12/25/2016,Standard Class
CA-2017-102967,9/26/2017,Standard Class
CA-2017-151008,9/8/2017,First Class
CA-2014-159800,12/1/2014,First Class
US-2014-159618,11/16/2014,Standard Class
CA-2017-116113,10/6/2017,Second Class
CA-2015-125066,12/18/2015,Standard Class
US-2015-114741,12/10/2015,Standard Class
CA-2017-133263,4/2/2017,Second Class
CA-2017-157966,3/13/2017,Same Day
CA-2014-151162,12/9/2014,Standard Class
CA-2016-136686,12/16/2016,Standard Class
CA-2017-137498,9/14/2017,Second Class
CA-2017-163818,10/8/2017,Standard Class
CA-2016-161158,5/13/2016,Standard Class
CA-2014-116673,12/19/2014,Second Class
CA-2017-105333,12/4/2017,Standard Class
CA-2015-149993,3/20/2015,First Class
CA-2014-168158,7/24/2014,Standard Class
CA-2016-115224,12/11/2016,Second Class
CA-2014-164742,10/18/2014,Second Class
US-2017-108014,11/25/2017,Standard Class
CA-2017-160325,9/24/2017,Same Day
CA-2015-159779,9/29/2015,Standard Class
CA-2017-151176,2/20/2017,Standard Class
CA-2014-108903,10/3/2014,Same Day
CA-2016-117919,8/29/2016,Second Class
CA-2015-142475,12/7/2015,Standard Class
CA-2016-134516,9/25/2016,Standard Class
CA-2017-105193,3/31/2017,Standard Class
CA-2015-168634,12/11/2015,Standard Class
CA-2017-117198,9/5/2017,Standard Class
CA-2015-145828,10/7/2015,First Class
CA-2017-121027,8/22/2017,Standard Class
CA-2016-147431,2/7/2016,Standard Class
CA-2016-158001,8/27/2016,Standard Class
CA-2017-125745,7/4/2017,Standard Class
CA-2015-101154,9/21/2015,First Class
US-2016-124163,9/30/2016,Standard Class
CA-2016-121748,10/28/2016,Second Class
CA-2014-126683,10/1/2014,Second Class
CA-2017-148810,7/1/2017,Standard Class
US-2016-146066,8/23/2016,Second Class
CA-2014-127614,2/15/2014,Standard Class
CA-2016-101742,9/28/2016,Second Class
CA-2015-134943,12/6/2015,First Class
CA-2017-123022,9/8/2017,Standard Class
CA-2017-113208,4/2/2017,Standard Class
CA-2014-154893,12/27/2014,Standard Class
CA-2014-147900,9/28/2014,Standard Class
CA-2017-106355,4/5/2017,First Class
CA-2016-127985,4/5/2016,Second Class
CA-2015-166604,5/20/2015,Second Class
CA-2017-120719,3/26/2017,First Class
CA-2017-127117,4/19/2017,Standard Class
CA-2015-104241,1/9/2015,Standard Class
CA-2017-168179,11/7/2017,Standard Class
CA-2017-142342,7/19/2017,Second Class
CA-2017-109099,10/11/2017,Standard Class
US-2014-134187,11/11/2014,Standard Class
CA-2016-145261,12/21/2016,First Class
CA-2016-108875,10/1/2016,Standard Class
CA-2016-141957,7/21/2016,Same Day
CA-2016-142405,6/15/2016,Standard Class
CA-2015-141012,6/11/2015,Second Class
CA-2017-127922,11/3/2017,Standard Class
CA-2016-146318,1/27/2016,Standard Class
CA-2014-135993,6/2/2014,Standard Class
CA-2014-126802,1/5/2015,Standard Class
CA-2016-143924,8/3/2016,Standard Class
CA-2016-141551,9/30/2016,Standard Class
CA-2014-164315,4/8/2014,Standard Class
CA-2015-131072,11/5/2015,Same Day
CA-2014-131541,7/28/2014,Same Day
CA-2015-119550,12/31/2015,Standard Class
US-2015-138093,12/16/2015,Standard Class
CA-2016-126165,5/7/2016,Second Class
CA-2017-126123,10/18/2017,Standard Class
CA-2016-143441,11/5/2016,Same Day
CA-2017-148320,11/8/2017,Standard Class
CA-2016-125661,11/26/2016,First Class
US-2014-123519,12/21/2014,Standard Class
CA-2014-155593,11/8/2014,Standard Class
CA-2017-136000,9/25/2017,Second Class
US-2015-160857,5/15/2015,Standard Class
CA-2017-115805,7/31/2017,Same Day
US-2014-143707,3/5/2014,Standard Class
CA-2017-116939,9/29/2017,Standard Class
CA-2015-124107,10/12/2015,Second Class
CA-2017-126550,4/2/2017,Second Class
CA-2015-138674,11/17/2015,First Class
CA-2016-165820,9/30/2016,Standard Class
CA-2014-103191,9/27/2014,Standard Class
CA-2015-103933,9/27/2015,First Class
CA-2015-110548,5/8/2015,Standard Class
CA-2017-117324,12/13/2017,Standard Class
CA-2017-143574,7/2/2017,First Class
CA-2014-111773,7/3/2014,Standard Class
CA-2014-148614,1/25/2014,Standard Class
CA-2017-156139,1/6/2017,Standard Class
US-2017-147886,3/31/2017,First Class
CA-2016-113733,12/12/2016,Standard Class
CA-2017-104913,11/22/2017,Standard Class
CA-2014-145800,6/5/2014,Standard Class
CA-2016-125850,1/28/2016,Standard Class
CA-2016-118514,2/10/2016,Standard Class
CA-2015-150749,4/3/2015,Second Class
CA-2014-163748,10/18/2014,Standard Class
CA-2015-119634,8/16/2015,Standard Class
CA-2015-149300,11/23/2015,First Class
US-2016-111528,12/30/2016,Same Day
CA-2017-158169,8/15/2017,First Class
CA-2015-162047,11/5/2015,First Class
CA-2015-117772,9/12/2015,Second Class
US-2014-126340,11/14/2014,Standard Class
CA-2016-149685,10/15/2016,Standard Class
CA-2017-126396,9/12/2017,Second Class
CA-2015-154900,3/1/2015,Standard Class
CA-2015-103835,9/28/2015,Standard Class
CA-2015-158939,12/1/2015,Standard Class
CA-2016-117408,9/6/2016,Standard Class
CA-2016-142398,4/16/2016,Standard Class
CA-2016-105277,12/8/2016,Standard Class
CA-2016-112060,12/9/2016,Standard Class
CA-2014-105270,11/18/2014,Standard Class
US-2015-159513,4/9/2015,Standard Class
CA-2015-155586,12/16/2015,Second Class
CA-2017-141117,10/8/2017,Standard Class
CA-2017-115070,4/14/2017,Second Class
CA-2017-140186,10/2/2017,First Class
CA-2014-124856,10/3/2014,Second Class
CA-2014-166716,8/25/2014,Second Class
CA-2014-123225,7/14/2014,First Class
CA-2015-163440,3/24/2015,First Class
US-2017-106796,5/19/2017,Standard Class
CA-2017-113873,11/19/2017,Standard Class
CA-2016-149783,9/7/2016,Second Class
CA-2016-125017,2/11/2016,Standard Class
US-2015-163279,3/26/2015,Standard Class
CA-2015-150196,7/3/2015,First Class
US-2015-106495,6/17/2015,First Class
CA-2014-124730,11/26/2014,Same Day
CA-2017-117632,5/18/2017,Standard Class
CA-2014-115056,5/2/2014,Same Day
CA-2017-161067,9/6/2017,Second Class
CA-2016-122063,12/7/2016,Standard Class
CA-2015-111206,7/22/2015,Standard Class
CA-2016-142895,7/26/2016,Standard Class
CA-2015-101868,6/16/2015,Standard Class
CA-2017-133207,12/3/2017,Standard Class
CA-2015-132948,4/3/2015,Standard Class
CA-2015-134992,9/26/2015,Second Class
CA-2015-126725,11/21/2015,Standard Class
CA-2015-121783,11/14/2015,Standard Class
US-2014-138835,9/14/2014,Standard Class
CA-2015-112214,8/11/2015,Standard Class
US-2017-153255,9/7/2017,Second Class
CA-2015-108119,11/8/2015,Standard Class
CA-2015-157434,5/4/2015,Second Class
CA-2016-101525,5/4/2016,Second Class
US-2014-117968,8/7/2014,Second Class
CA-2016-158211,1/8/2016,Standard Class
CA-2016-152247,11/12/2016,Standard Class
CA-2016-128223,6/14/2016,Same Day
CA-2016-154235,9/28/2016,Standard Class
CA-2017-129910,4/3/2017,Standard Class
CA-2017-133095,6/4/2017,Same Day
CA-2015-130554,4/9/2015,First Class
CA-2014-152443,5/26/2014,Standard Class
CA-2016-133319,9/11/2016,Standard Class
CA-2016-133935,9/22/2016,Standard Class
CA-2016-136301,3/15/2016,Second Class
US-2014-109456,10/17/2014,Same Day
CA-2017-151596,10/11/2017,First Class
CA-2015-147879,5/12/2015,Standard Class
CA-2016-166625,4/17/2016,First Class
CA-2016-146157,11/26/2016,Standard Class
CA-2017-159954,9/14/2017,Standard Class
CA-2017-100825,9/14/2017,Standard Class
CA-2014-168305,11/8/2014,Standard Class
CA-2016-167682,4/9/2016,Standard Class
CA-2017-108000,1/16/2017,Standard Class
CA-2015-146465,11/24/2015,Standard Class
CA-2016-159639,12/2/2016,Standard Class
US-2017-153948,11/6/2017,Same Day
US-2016-113985,12/7/2016,Standard Class
CA-2016-155383,12/22/2016,Standard Class
CA-2014-120432,8/26/2014,Second Class
US-2015-126977,9/23/2015,Standard Class
CA-2016-130288,11/30/2016,Second Class
CA-2017-146458,11/22/2017,Second Class
CA-2017-150420,6/8/2017,Standard Class
US-2014-118997,4/12/2014,Standard Class
CA-2014-114314,10/15/2014,Standard Class
US-2017-169551,7/9/2017,First Class
CA-2016-103107,7/4/2016,Same Day
CA-2017-122077,5/25/2017,Standard Class
CA-2017-112431,10/14/2017,Second Class
CA-2016-151092,8/13/2016,Standard Class
CA-2014-104178,8/29/2014,Standard Class
CA-2015-115924,9/18/2015,Second Class
CA-2017-161046,3/5/2017,Same Day
US-2017-141698,4/21/2017,Standard Class
US-2014-105151,3/31/2014,First Class
CA-2014-155796,11/15/2014,Second Class
CA-2016-127138,3/15/2016,Second Class
CA-2017-150602,2/14/2017,Second Class
CA-2014-140732,11/13/2014,Second Class
CA-2017-119011,8/25/2017,Standard Class
CA-2016-166912,1/17/2016,First Class
CA-2014-141726,7/22/2014,First Class
CA-2017-115105,2/11/2017,Standard Class
CA-2015-143980,12/29/2015,Standard Class
CA-2016-135636,10/13/2016,Standard Class
CA-2017-102155,7/17/2017,Standard Class
CA-2017-116953,4/25/2017,First Class
CA-2014-117765,9/13/2014,Standard Class
CA-2016-114895,11/28/2016,Standard Class
CA-2017-112984,9/18/2017,Second Class
CA-2016-163776,7/25/2016,Standard Class
US-2017-163300,9/21/2017,Standard Class
CA-2016-162187,12/11/2016,Same Day
US-2014-112991,12/14/2014,Standard Class
CA-2014-124079,12/17/2014,Standard Class
US-2017-146878,9/27/2017,Standard Class
CA-2017-107244,9/11/2017,Standard Class
CA-2015-100657,11/7/2015,Standard Class
CA-2017-129581,12/18/2017,Standard Class
CA-2017-129028,4/3/2017,First Class
CA-2015-135580,1/3/2016,Standard Class
CA-2016-159016,3/11/2016,First Class
CA-2014-102652,4/12/2014,Standard Class
CA-2014-152422,10/10/2014,Second Class
US-2016-156692,8/13/2016,Same Day
CA-2014-130869,11/21/2014,Standard Class
US-2017-128832,4/27/2017,First Class
CA-2017-139717,8/26/2017,Second Class
CA-2017-136007,3/2/2017,Standard Class
CA-2016-157364,11/21/2016,First Class
US-2016-112970,11/15/2016,First Class
US-2017-152492,7/6/2017,Same Day
CA-2016-101168,1/1/2017,Standard Class
CA-2017-104010,4/25/2017,First Class
CA-2015-130253,12/18/2015,Standard Class
US-2015-155369,4/25/2015,Standard Class
CA-2016-131205,9/8/2016,Standard Class
CA-2017-122364,9/29/2017,Standard Class
CA-2016-117912,2/8/2016,Standard Class
CA-2017-145702,5/24/2017,Second Class
CA-2015-113215,9/8/2015,Standard Class
CA-2016-154662,6/16/2016,Standard Class
CA-2015-105571,11/11/2015,Standard Class
CA-2016-152765,6/18/2016,First Class
CA-2015-153878,4/30/2015,Standard Class
CA-2016-124016,9/26/2016,Second Class
CA-2016-113551,8/20/2016,First Class
CA-2014-107524,3/8/2014,Standard Class
CA-2014-138072,1/3/2015,Standard Class
CA-2015-134201,4/16/2015,Standard Class
CA-2015-111780,12/30/2015,Second Class
CA-2015-119942,4/7/2015,First Class
CA-2015-151547,1/23/2015,Standard Class
CA-2017-166695,5/24/2017,Standard Class
CA-2017-167542,8/20/2017,Standard Class
CA-2015-120901,1/4/2016,Standard Class
CA-2017-121398,12/29/2017,Standard Class
CA-2016-151561,9/7/2016,Standard Class
CA-2017-154676,8/8/2017,First Class
US-2014-165589,2/18/2014,Same Day
US-2016-132577,11/27/2016,Standard Class
CA-2015-114048,12/18/2015,Standard Class
CA-2015-137281,6/17/2015,Standard Class
US-2017-162068,12/31/2017,Second Class
CA-2017-100111,9/26/2017,Standard Class
US-2017-132381,8/24/2017,First Class
CA-2015-147011,6/22/2015,Standard Class
CA-2014-120852,12/25/2014,Standard Class
CA-2016-150007,9/16/2016,Standard Class
CA-2016-124590,11/16/2016,Standard Class
CA-2016-133802,3/20/2016,Standard Class
US-2016-113677,11/19/2016,Standard Class
CA-2017-143378,9/25/2017,Standard Class
CA-2017-152660,12/9/2017,Standard Class
CA-2015-142139,9/5/2015,Standard Class
CA-2017-145772,6/7/2017,Standard Class
CA-2016-124100,4/6/2016,Standard Class
US-2014-158400,10/28/2014,First Class
CA-2017-162033,4/2/2017,Standard Class
CA-2014-163447,12/31/2014,Standard Class
CA-2017-145737,9/20/2017,Standard Class
CA-2016-148096,8/19/2016,First Class
CA-2016-146766,11/4/2016,Same Day
CA-2015-105613,10/22/2015,Standard Class
US-2016-142251,11/4/2016,Second Class
CA-2014-131247,4/4/2014,Standard Class
US-2015-113593,4/20/2015,First Class
CA-2017-121083,7/15/2017,Standard Class
CA-2017-151190,7/1/2017,Standard Class
CA-2014-133543,12/26/2014,Standard Class
CA-2017-105130,11/25/2017,Standard Class
CA-2016-161928,6/29/2016,Second Class
CA-2017-101322,12/31/2017,First Class
US-2016-106600,4/11/2016,First Class
CA-2014-111871,3/21/2014,Second Class
CA-2017-139437,7/8/2017,Standard Class
CA-2017-151484,4/23/2017,First Class
CA-2016-104150,8/5/2016,Second Class
CA-2016-161025,12/9/2016,Standard Class
CA-2014-103989,3/21/2014,First Class
CA-2015-142433,4/25/2015,Standard Class
CA-2015-132815,9/22/2015,Second Class
CA-2014-101266,8/30/2014,Second Class
CA-2016-141523,12/24/2016,Second Class
US-2014-106299,8/8/2014,Standard Class
CA-2015-158421,9/26/2015,Standard Class
CA-2016-143609,12/13/2016,First Class
CA-2015-138331,8/12/2015,Standard Class
CA-2015-138954,11/17/2015,First Class
CA-2017-157903,4/8/2017,Standard Class
CA-2016-157259,12/28/2016,Standard Class
CA-2017-107986,12/13/2017,Same Day
CA-2017-104927,12/26/2017,Standard Class
CA-2017-113453,10/28/2017,Standard Class
CA-2015-149909,11/17/2015,Standard Class
CA-2015-146675,4/20/2015,Standard Class
CA-2016-118332,12/23/2016,Standard Class
CA-2016-133669,10/27/2016,Standard Class
CA-2017-145660,12/3/2017,First Class
CA-2016-133697,10/24/2016,Second Class
CA-2017-148138,10/3/2017,Standard Class
CA-2017-119809,8/25/2017,Standard Class
CA-2017-149944,11/16/2017,Second Class
CA-2014-128538,10/15/2014,Standard Class
CA-2015-161711,12/3/2015,Standard Class
US-2015-129553,8/2/2015,Standard Class
CA-2016-160220,10/26/2016,Standard Class
US-2017-157224,9/18/2017,Second Class
CA-2017-140627,12/27/2017,Standard Class
CA-2015-133445,10/9/2015,Standard Class
CA-2014-148782,11/7/2014,Standard Class
CA-2016-148208,1/27/2016,Standard Class
CA-2017-127656,7/17/2017,Standard Class
US-2017-142188,9/11/2017,Same Day
CA-2016-144400,2/27/2016,Standard Class
US-2016-155180,1/29/2016,Standard Class
CA-2015-134075,12/16/2015,Standard Class
US-2016-131912,11/1/2016,Second Class
CA-2017-141572,5/31/2017,Second Class
CA-2014-134621,12/28/2014,Standard Class
CA-2016-165561,11/28/2016,Standard Class
CA-2015-112305,11/25/2015,Standard Class
CA-2017-121580,6/4/2017,Standard Class
CA-2014-101147,12/4/2014,First Class
CA-2014-165806,4/7/2014,Same Day
CA-2015-151624,9/14/2015,Standard Class
CA-2017-139444,9/15/2017,Standard Class
CA-2015-133977,9/8/2015,Second Class
CA-2017-141425,11/6/2017,Second Class
CA-2015-133536,3/30/2015,Second Class
CA-2015-150441,8/17/2015,Second Class
CA-2015-162607,5/18/2015,Standard Class
CA-2017-103506,7/27/2017,Standard Class
CA-2016-132479,9/26/2016,First Class
CA-2017-160724,5/10/2017,Standard Class
US-2016-115952,10/6/2016,Same Day
CA-2014-146731,11/8/2014,Standard Class
CA-2015-115392,10/4/2015,Second Class
CA-2017-102379,12/6/2017,Standard Class
CA-2017-149706,12/12/2017,First Class
US-2016-139087,7/22/2016,Second Class
CA-2017-152226,5/16/2017,Standard Class
CA-2015-116484,11/26/2015,Standard Class
CA-2016-100944,9/28/2016,Standard Class
CA-2016-125080,10/26/2016,Standard Class
CA-2016-121020,10/31/2016,Standard Class
CA-2014-100090,7/12/2014,Standard Class
US-2015-139675,3/18/2015,Second Class
CA-2017-143756,12/5/2017,First Class
CA-2015-151253,4/26/2015,Standard Class
CA-2014-141152,9/19/2014,First Class
CA-2014-141313,1/1/2015,Standard Class
CA-2014-169852,10/26/2014,Standard Class
CA-2017-107314,12/3/2017,First Class
US-2014-161305,6/12/2014,Standard Class
CA-2017-166919,11/27/2017,Standard Class
CA-2017-162712,6/20/2017,Second Class
CA-2017-107552,5/5/2017,Same Day
CA-2016-163328,11/6/2016,Second Class
CA-2014-112837,9/16/2014,Standard Class
CA-2017-120019,2/21/2017,Standard Class
CA-2014-100762,11/29/2014,Standard Class
CA-2017-161459,11/29/2017,Second Class
CA-2017-160017,10/2/2017,Standard Class
CA-2014-123316,10/17/2014,Standard Class
CA-2014-141299,6/7/2014,Second Class
CA-2014-104402,6/23/2014,Standard Class
CA-2015-110289,11/2/2015,Standard Class
CA-2014-167927,1/26/2014,Standard Class
CA-2014-133305,7/15/2014,Standard Class
CA-2016-165995,9/6/2016,Standard Class
CA-2017-143112,10/9/2017,Standard Class
US-2017-105830,1/2/2017,First Class
CA-2015-146255,3/10/2015,First Class
CA-2017-104822,10/20/2017,Same Day
CA-2015-104486,5/6/2015,Standard Class
CA-2017-161557,9/8/2017,Standard Class
CA-2017-161130,11/8/2017,Standard Class
US-2015-161347,9/19/2015,Standard Class
US-2015-109015,9/12/2015,Standard Class
CA-2014-110611,10/13/2014,Standard Class
CA-2017-139080,1/28/2017,Standard Class
CA-2015-115693,12/15/2015,Standard Class
US-2014-107993,11/30/2014,Standard Class
CA-2017-110443,11/25/2017,Standard Class
CA-2017-144848,4/5/2017,First Class
US-2017-147998,5/24/2017,Standard Class
CA-2016-103919,10/7/2016,Standard Class
CA-2016-113425,11/21/2016,Same Day
CA-2017-143035,10/5/2017,Second Class
CA-2014-107811,5/3/2014,Standard Class
CA-2016-163216,10/10/2016,First Class
US-2016-116442,12/22/2016,Standard Class
CA-2017-150623,4/14/2017,Standard Class
US-2014-163797,4/13/2014,Standard Class
CA-2016-127236,4/2/2016,Standard Class
US-2017-104661,1/18/2017,First Class
CA-2014-134103,2/4/2014,Standard Class
CA-2015-147529,2/11/2015,Standard Class
CA-2016-129126,12/19/2016,Standard Class
CA-2017-131632,11/4/2017,Standard Class
CA-2017-151981,8/12/2017,Standard Class
CA-2017-125472,5/31/2017,First Class
CA-2015-156328,12/5/2015,Standard Class
CA-2017-154074,9/2/2017,Second Class
CA-2017-161774,5/15/2017,First Class
CA-2017-151211,8/23/2017,Standard Class
CA-2017-142671,11/14/2017,Second Class
CA-2017-144750,8/21/2017,Same Day
CA-2016-111976,3/12/2016,Standard Class
CA-2016-140130,11/5/2016,Standard Class
CA-2014-159121,8/1/2014,Standard Class
CA-2015-149650,10/27/2015,First Class
CA-2017-115777,8/24/2017,Standard Class
CA-2016-143714,5/27/2016,Standard Class
CA-2014-165764,11/7/2014,Standard Class
CA-2015-121405,4/4/2015,Standard Class
US-2017-116897,5/29/2017,First Class
US-2017-113992,12/19/2017,Standard Class
CA-2014-166891,10/6/2014,First Class
CA-2016-101161,10/20/2016,Standard Class
CA-2015-151785,3/10/2015,Standard Class
US-2017-119816,3/6/2017,Second Class
CA-2015-156510,9/29/2015,Standard Class
US-2015-110261,12/23/2015,Second Class
CA-2015-125710,10/13/2015,Standard Class
CA-2017-161102,8/3/2017,First Class
CA-2014-110065,8/11/2014,Standard Class
US-2017-133361,5/17/2017,First Class
US-2016-155404,9/28/2016,Standard Class
CA-2015-114503,11/17/2015,Standard Class
CA-2017-153080,5/25/2017,Second Class
CA-2016-163804,12/8/2016,Standard Class
CA-2015-108532,9/2/2015,Standard Class
CA-2014-151897,6/10/2014,Standard Class
CA-2016-113292,3/20/2016,Second Class
CA-2014-149524,1/15/2014,First Class
CA-2017-140872,6/10/2017,Standard Class
CA-2017-113908,6/9/2017,Standard Class
CA-2015-120621,3/26/2015,Standard Class
US-2017-148866,9/24/2017,Standard Class
CA-2014-149594,9/19/2014,Standard Class
CA-2016-113845,11/25/2016,Standard Class
CA-2017-111262,11/1/2017,Second Class
CA-2015-103135,7/28/2015,Standard Class
CA-2014-129147,11/6/2014,Standard Class
CA-2017-128265,11/22/2017,Second Class
CA-2016-152331,6/30/2016,Standard Class
US-2016-128909,10/11/2016,Second Class
